129955309,2,187,20210408152303
120138194,2,413,20210408152303
124237148,2,223,20210408152303
122134186,2,165,20210408152303
120915356,2,240,20210408152303
121018551,2,230,20210408152303
123950858,2,376,20210408152303
125777839,2,429,20210408152303
125448089,2,409,20210408152303
128409643,2,453,20210408152303
129955309,2,187,20210408151702
120138194,2,413,20210408151702
124237148,2,223,20210408151702
122134186,2,165,20210408151702
120915356,2,240,20210408151702
121018551,2,230,20210408151702
123950858,2,376,20210408151702
125777839,2,429,20210408151702
125448089,2,409,20210408151702
128409643,2,453,20210408151703
129955309,2,187,20210408152503
120138194,2,413,20210408152503
124237148,2,223,20210408152503
122134186,2,165,20210408152503
120915356,2,240,20210408152503
121018551,2,230,20210408152503
123950858,2,376,20210408152503
125777839,2,429,20210408152503
125448089,2,409,20210408152503
128409643,2,453,20210408152503
129955309,2,187,20210408151502
120138194,2,413,20210408151502
124237148,2,223,20210408151502
122134186,2,165,20210408151502
120915356,2,240,20210408151502
121018551,2,230,20210408151502
123950858,2,376,20210408151502
125777839,2,429,20210408151502
125448089,2,409,20210408151502
129955309,2,187,20210408152903
120138194,2,413,20210408152903
124237148,2,223,20210408152903
122134186,2,165,20210408152903
120915356,2,240,20210408152903
121018551,2,230,20210408152903
123950858,2,376,20210408152903
125777839,2,429,20210408152903
125448089,2,409,20210408152903
129955309,2,187,20210408151903
120138194,2,413,20210408151903
124237148,2,223,20210408151903
122134186,2,165,20210408151903
120915356,2,240,20210408151903
121018551,2,230,20210408151903
123950858,2,376,20210408151903
125777839,2,429,20210408151903
125448089,2,409,20210408151903
129955309,2,187,20210408152003
120138194,2,413,20210408152003
124237148,2,223,20210408152003
122134186,2,165,20210408152003
120915356,2,240,20210408152003
121018551,2,230,20210408152003
123950858,2,376,20210408152003
125777839,2,429,20210408152003
125448089,2,409,20210408152003
129955309,2,187,20210408152203
120138194,2,413,20210408152203
124237148,2,223,20210408152203
122134186,2,165,20210408152203
120915356,2,240,20210408152203
121018551,2,230,20210408152203
123950858,2,376,20210408152203
125777839,2,429,20210408152203
125448089,2,409,20210408152203
129955309,2,187,20210408152703
120138194,2,413,20210408152703
124237148,2,223,20210408152703
122134186,2,165,20210408152703
120915356,2,240,20210408152703
121018551,2,230,20210408152703
123950858,2,376,20210408152703
125777839,2,429,20210408152703
129955309,2,187,20210408152403
120138194,2,413,20210408152403
124237148,2,223,20210408152403
122134186,2,165,20210408152403
120915356,2,240,20210408152403
121018551,2,230,20210408152403
123950858,2,376,20210408152403
125777839,2,429,20210408152403
129955309,2,187,20210408152803
120138194,2,413,20210408152803
124237148,2,223,20210408152803
122134186,2,165,20210408152803
120915356,2,240,20210408152803
121018551,2,230,20210408152803
123950858,2,376,20210408152803
129955309,2,187,20210408152603
120138194,2,413,20210408152603
124237148,2,223,20210408152603
122134186,2,165,20210408152603
120915356,2,240,20210408152603
121018551,2,230,20210408152603
129955309,2,187,20210408152103
120138194,2,413,20210408152103
124237148,2,223,20210408152103
122134186,2,165,20210408152103
120915356,2,240,20210408152103
121018551,2,230,20210408152103
129955309,2,187,20210408151602
120138194,2,413,20210408151602
124237148,2,223,20210408151602
122134186,2,165,20210408151602
120915356,2,240,20210408151602
129955309,2,187,20210408153003
120138194,2,413,20210408153003
124237148,2,223,20210408153003
122134186,2,165,20210408153003
129955309,2,187,20210408151803
120138194,2,413,20210408151803
124237148,2,223,20210408151803
